yob,ISO_A3,sex,lambda,skew,shape
1950,MWI,male,0.055868027009223165,0.9820173659130721,8.956453851196638
1951,MWI,male,0.05597598907231317,0.9820173659130721,8.956453851196638
1952,MWI,male,0.05616874372166063,0.9820173659130721,8.956453851196638
1953,MWI,male,0.05618633882011126,0.9820173659130721,8.956453851196638
1954,MWI,male,0.0563790607253533,0.9820173659130721,8.956453851196638
1955,MWI,male,0.0564346272103189,0.9820173659130721,8.956453851196638
1956,MWI,male,0.056742786583441396,0.9820173659130721,8.956453851196638
1957,MWI,male,0.05664571982719559,0.9820173659130721,8.956453851196638
1958,MWI,male,0.056905568236202214,0.9820173659130721,8.956453851196638
1959,MWI,male,0.05684723157064596,0.9820173659130721,8.956453851196638
1960,MWI,male,0.056901276050418746,0.9820173659130721,8.956453851196638
1961,MWI,male,0.057046026964518395,0.9820173659130721,8.956453851196638
1962,MWI,male,0.057053479034343206,0.9820173659130721,8.956453851196638
1963,MWI,male,0.05719624486409693,0.9820173659130721,8.956453851196638
1964,MWI,male,0.05744900724688893,0.9820173659130721,8.956453851196638
1965,MWI,male,0.057284145945874915,0.9820173659130721,8.956453851196638
1966,MWI,male,0.05727901199438173,0.9820173659130721,8.956453851196638
1967,MWI,male,0.0573799127315978,0.9820173659130721,8.956453851196638
1968,MWI,male,0.05739603582142488,0.9820173659130721,8.956453851196638
1969,MWI,male,0.0571721415576716,0.9820173659130721,8.956453851196638
1970,MWI,male,0.057390528735443896,0.9820173659130721,8.956453851196638
1971,MWI,male,0.05685557109313566,0.9820173659130721,8.956453851196638
1972,MWI,male,0.057133615615639725,0.9820173659130721,8.956453851196638
1973,MWI,male,0.05688668365491288,0.9820173659130721,8.956453851196638
1974,MWI,male,0.056706639846023574,0.9820173659130721,8.956453851196638
1975,MWI,male,0.05669270915367164,0.9820173659130721,8.956453851196638
1976,MWI,male,0.05651586179922507,0.9820173659130721,8.956453851196638
1977,MWI,male,0.056332004981771266,0.9820173659130721,8.956453851196638
1978,MWI,male,0.05628662021878275,0.9820173659130721,8.956453851196638
1979,MWI,male,0.0561621506639005,0.9820173659130721,8.956453851196638
1980,MWI,male,0.05619102747898199,0.9820173659130721,8.956453851196638
1981,MWI,male,0.05578437190332448,0.9820173659130721,8.956453851196638
1982,MWI,male,0.0558146102681752,0.9820173659130721,8.956453851196638
1983,MWI,male,0.05566795688419929,0.9820173659130721,8.956453851196638
1984,MWI,male,0.05571279511708778,0.9820173659130721,8.956453851196638
1985,MWI,male,0.055606105105951,0.9820173659130721,8.956453851196638
1986,MWI,male,0.05546144027926065,0.9820173659130721,8.956453851196638
1987,MWI,male,0.0552706850704223,0.9820173659130721,8.956453851196638
1988,MWI,male,0.055161257517367265,0.9820173659130721,8.956453851196638
1989,MWI,male,0.055325054892245956,0.9820173659130721,8.956453851196638
1990,MWI,male,0.055205022836574136,0.9820173659130721,8.956453851196638
1991,MWI,male,0.05511264103127407,0.9820173659130721,8.956453851196638
1992,MWI,male,0.05529704685764757,0.9820173659130721,8.956453851196638
1993,MWI,male,0.05525103563945406,0.9820173659130721,8.956453851196638
1994,MWI,male,0.05530173873408088,0.9820173659130721,8.956453851196638
1995,MWI,male,0.055270467515932876,0.9820173659130721,8.956453851196638
1996,MWI,male,0.05505823701527274,0.9820173659130721,8.956453851196638
1997,MWI,male,0.05496453235833879,0.9820173659130721,8.956453851196638
1998,MWI,male,0.0548986362184917,0.9820173659130721,8.956453851196638
1999,MWI,male,0.0546196096685871,0.9820173659130721,8.956453851196638
2000,MWI,male,0.054239830262959726,0.9820173659130721,8.956453851196638
2001,MWI,male,0.053923106215651564,0.9820173659130721,8.956453851196638
2002,MWI,male,0.05362989661263368,0.9820173659130721,8.956453851196638
2003,MWI,male,0.05349572492825029,0.9820173659130721,8.956453851196638
2004,MWI,male,0.05339586208637553,0.9820173659130721,8.956453851196638
2005,MWI,male,0.053269249675768446,0.9820173659130721,8.956453851196638
1950,MWI,female,0.06406174036056869,1.1889831625019829,10.967209915982084
1951,MWI,female,0.0640665858044899,1.1889831625019829,10.967209915982084
1952,MWI,female,0.06389862080160022,1.1889831625019829,10.967209915982084
1953,MWI,female,0.063882036407330145,1.1889831625019829,10.967209915982084
1954,MWI,female,0.06368585839749048,1.1889831625019829,10.967209915982084
1955,MWI,female,0.06376051563555535,1.1889831625019829,10.967209915982084
1956,MWI,female,0.06347961990628789,1.1889831625019829,10.967209915982084
1957,MWI,female,0.06365471919305038,1.1889831625019829,10.967209915982084
1958,MWI,female,0.06340892317974556,1.1889831625019829,10.967209915982084
1959,MWI,female,0.06324721782168607,1.1889831625019829,10.967209915982084
1960,MWI,female,0.062993239787116,1.1889831625019829,10.967209915982084
1961,MWI,female,0.0630243343618368,1.1889831625019829,10.967209915982084
1962,MWI,female,0.06301047794095027,1.1889831625019829,10.967209915982084
1963,MWI,female,0.06303924199431163,1.1889831625019829,10.967209915982084
1964,MWI,female,0.06301992512021307,1.1889831625019829,10.967209915982084
1965,MWI,female,0.06297449260818,1.1889831625019829,10.967209915982084
1966,MWI,female,0.06313550378711302,1.1889831625019829,10.967209915982084
1967,MWI,female,0.06305143770200786,1.1889831625019829,10.967209915982084
1968,MWI,female,0.06299624322261946,1.1889831625019829,10.967209915982084
1969,MWI,female,0.0628751577839048,1.1889831625019829,10.967209915982084
1970,MWI,female,0.06266990689835417,1.1889831625019829,10.967209915982084
1971,MWI,female,0.06228126492298153,1.1889831625019829,10.967209915982084
1972,MWI,female,0.06193316894333589,1.1889831625019829,10.967209915982084
1973,MWI,female,0.061566531596889636,1.1889831625019829,10.967209915982084
1974,MWI,female,0.06133182023892775,1.1889831625019829,10.967209915982084
1975,MWI,female,0.06120258458186231,1.1889831625019829,10.967209915982084
1976,MWI,female,0.061038139956985926,1.1889831625019829,10.967209915982084
1977,MWI,female,0.060987035408453044,1.1889831625019829,10.967209915982084
1978,MWI,female,0.06100549244268438,1.1889831625019829,10.967209915982084
1979,MWI,female,0.06074755870669007,1.1889831625019829,10.967209915982084
1980,MWI,female,0.0606814521496887,1.1889831625019829,10.967209915982084
1981,MWI,female,0.06038244041545726,1.1889831625019829,10.967209915982084
1982,MWI,female,0.06031594724823411,1.1889831625019829,10.967209915982084
1983,MWI,female,0.06023899700135464,1.1889831625019829,10.967209915982084
1984,MWI,female,0.0600612137563837,1.1889831625019829,10.967209915982084
1985,MWI,female,0.059995223471857415,1.1889831625019829,10.967209915982084
1986,MWI,female,0.059754549507344,1.1889831625019829,10.967209915982084
1987,MWI,female,0.05950198841622456,1.1889831625019829,10.967209915982084
1988,MWI,female,0.059534002670125166,1.1889831625019829,10.967209915982084
1989,MWI,female,0.05909938813032172,1.1889831625019829,10.967209915982084
1990,MWI,female,0.05902762716758236,1.1889831625019829,10.967209915982084
1991,MWI,female,0.05866679982616446,1.1889831625019829,10.967209915982084
1992,MWI,female,0.058473226611288696,1.1889831625019829,10.967209915982084
1993,MWI,female,0.05814528041537172,1.1889831625019829,10.967209915982084
1994,MWI,female,0.05796129531162655,1.1889831625019829,10.967209915982084
1995,MWI,female,0.057923198753170445,1.1889831625019829,10.967209915982084
1996,MWI,female,0.057798032017623874,1.1889831625019829,10.967209915982084
1997,MWI,female,0.05774828282421353,1.1889831625019829,10.967209915982084
1998,MWI,female,0.05773965692155682,1.1889831625019829,10.967209915982084
1999,MWI,female,0.0577917849949781,1.1889831625019829,10.967209915982084
2000,MWI,female,0.057582368850105516,1.1889831625019829,10.967209915982084
2001,MWI,female,0.057407201939491066,1.1889831625019829,10.967209915982084
2002,MWI,female,0.05727268255377846,1.1889831625019829,10.967209915982084
2003,MWI,female,0.05710738201354157,1.1889831625019829,10.967209915982084
2004,MWI,female,0.057128115773880106,1.1889831625019829,10.967209915982084
2005,MWI,female,0.05713595397254551,1.1889831625019829,10.967209915982084
